Tweet,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"Tangung kalau cuma blokir jokowi, yuk ah tingkatin jadi lengserkan jokowi biar kehidupan berbangsa dan bernegara di NKRI tenang & damai lagi",0,0,1,tangung blokir jokowi yuk ah tingkat lengser jokowi biar hidup bangsa negara negara republik indonesia tenang damai,"['tangung', 'blokir', 'jokowi', 'yuk', 'ah', 'tingkat', 'lengser', 'jokowi', 'biar', 'hidup', 'bangsa', 'negara', 'negara', 'republik', 'indonesia', 'tenang', 'damai']"
"Nampaknya kini NKRI ingin dijadikan seperti KOREA UTARA oleh rezim Jokowi! Blokir Jokowi, hapus Jokowi",0,0,1,nampaknya negara republik indonesia sepe i korea utara rezim jokowi blokir jokowi hapus jokowi,"['nampaknya', 'negara', 'republik', 'indonesia', 'sepe', 'i', 'korea', 'utara', 'rezim', 'jokowi', 'blokir', 'jokowi', 'hapus', 'jokowi']"
"Usir Duta Besar Myanmar dari Indonesia, tanah air negara ini haram bagi mereka. Dan untuk saudara-saudaraku yang beragama Budha... URL",0,0,1,usir duta myanmar indonesia tanah air negara haram saudara saudara agama buddha uniform resource locator,"['usir', 'duta', 'myanmar', 'indonesia', 'tanah', 'air', 'negara', 'haram', 'saudara', 'saudara', 'agama', 'buddha', 'uniform', 'resource', 'locator']"
"Dulu, karena pencitraan semua kelemahan dan kepolosannya diterima oleh kebanyakan dari kalangan rakyat wong cilik, karena saat itu 'KITA' tak sadar jika dikibuli oleh modus kesederhanaan si kaos oblong dan sandal jepit.; ; #AkuMauPresidenBaru #2019GantiPre",1,0,0,citra lemah polos terima kalang rakyat orang cilik sadar kibul modus sederhana sih kaos oblong sandal jepit presiden 2019 ganti presiden,"['citra', 'lemah', 'polos', 'terima', 'kalang', 'rakyat', 'orang', 'cilik', 'sadar', 'kibul', 'modus', 'sederhana', 'sih', 'kaos', 'oblong', 'sandal', 'jepit', 'presiden', '2019', 'ganti', 'presiden']"
USER USER USER USER Sangat Setuju! Bangsa Indonesia membutuhkan USER sebagai pahlawan nasionalis yang mengajarkan kita untuk mencintai NKRI. Para radikal biadab yang menyukai air kencing unta ini harus dibasmi! Kerja bagus,0,0,1,tuju bangsa indonesia butuh pahlawan nasionalis ajar cinta negara republik indonesia radikal biadab suka air kencing unta basmi kerja bagus,"['tuju', 'bangsa', 'indonesia', 'butuh', 'pahlawan', 'nasionalis', 'ajar', 'cinta', 'negara', 'republik', 'indonesia', 'radikal', 'biadab', 'suka', 'air', 'kencing', 'unta', 'basmi', 'kerja', 'bagus']"
"Agenda demonstrasinya adalah pencopotan Jokowi, pemenjaraan Ahok, lalu besok PKI, mungkin demonstrasi minta agar Prabowo diangkat menjadi Presiden. Action299 actionmaxa",0,0,1,agenda demonstrasi copot jokowi penjara ahok besok partai komunis indonesia demonstrasi prabowo angkat presiden action299 actionmaxa,"['agenda', 'demonstrasi', 'copot', 'jokowi', 'penjara', 'ahok', 'besok', 'partai', 'komunis', 'indonesia', 'demonstrasi', 'prabowo', 'angkat', 'presiden', 'action299', 'actionmaxa']"
"Ayo Pak Polisi, tangkap dan usir raja katak komunis itu dari Istana, sebelum dia dan preman komunis China menghancurkan NKRI.",0,0,1,ayo polisi tangkap usir raja katak komunis istana preman komunis cina hancur negara republik indonesia,"['ayo', 'polisi', 'tangkap', 'usir', 'raja', 'katak', 'komunis', 'istana', 'preman', 'komunis', 'cina', 'hancur', 'negara', 'republik', 'indonesia']"
USER haha akun pler. Jangan culun berlindung dibalik akun fans club. \xf0\x9f\x98\x9d',1,0,0,haha akun peler culun lindung akun fan club,"['haha', 'akun', 'peler', 'culun', 'lindung', 'akun', 'fan', 'club']"
"USER USER USER Saya salah, saya bukan bajingan kecil bodoh seperti Anda....siapapun yang memerintahkan kebijakan ngawur seperti yang saya miliki sekarang akan ditentang.'",1,0,0,salah bajing bodoh sepe i perintah bijak ngawur sepe i milik,"['salah', 'bajing', 'bodoh', 'sepe', 'i', 'perintah', 'bijak', 'ngawur', 'sepe', 'i', 'milik']"
menggulingkan Jokowi. Buktikan bahwa Anda menyukai toilet. ha ha ha,0,0,1,guling jokowi bukti suka toilet,"['guling', 'jokowi', 'bukti', 'suka', 'toilet']"
USER USER Haha iya cacat kaya lo yaa otaknya segede otak ayam wkwkwk',1,0,0,haha iya cacat kayak ya otak otak ayam wkwk,"['haha', 'iya', 'cacat', 'kayak', 'ya', 'otak', 'otak', 'ayam', 'wkwk']"
RT USER USER Bubarkan aja KPK ternyata lemah . Harusnya di perkuat di PTUN ini malah batal artinya bohong OTT,0,0,1,bubar komisi berantas korupsi nyata lemah kuat adil tata usaha negara batal a inya bohong ott,"['bubar', 'komisi', 'berantas', 'korupsi', 'nyata', 'lemah', 'kuat', 'adil', 'tata', 'usaha', 'negara', 'batal', 'a', 'inya', 'bohong', 'ott']"
"Puisi kampungan! Sudahlah bodoh ilmu dunia, bodoh pula ilmu agamanya. Innalillahi'",1,0,0,puisi kampung bodoh ilmu dunia bodoh ilmu agama innalillahi,"['puisi', 'kampung', 'bodoh', 'ilmu', 'dunia', 'bodoh', 'ilmu', 'agama', 'innalillahi']"
MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,1,0,0,matanajwadebatjaka a urus bacot anis nya juara makan bacot jaka a haha pasang calon aneh gede bacot doang,"['matanajwadebatjaka', 'a', 'urus', 'bacot', 'anis', 'nya', 'juara', 'makan', 'bacot', 'jaka', 'a', 'haha', 'pasang', 'calon', 'aneh', 'gede', 'bacot', 'doang']"
"RT USER Ayo umum tebarkan pesonamu untuk 2019, jangan jadi USER lagi calonnya",1,0,0,ayo tebar pesona 2019 calon,"['ayo', 'tebar', 'pesona', '2019', 'calon']"
Kita bisa melakukannya dengan model seperti ini; Lebih baik #2019GantiPresiden,1,0,0,laku model sepe i 2019 ganti presiden,"['laku', 'model', 'sepe', 'i', '2019', 'ganti', 'presiden']"
"USER Kenapa cebong jadi heboh dengan takjil #2019GantiPresiden..\nKalau waras, buatlah takjil yang sama daripada mengamuk gila-gilaan.\nGiliran presiden yang dihina, hilanglah kamu..\n #2019GantiPresiden \n#2019GantiPresidenKacung'",0,1,0,cebong heboh takjil 2019 ganti presiden waras takjil amuk gila gila gilir presiden hina hilang 2019 ganti presiden 2019 ganti presiden kacung,"['cebong', 'heboh', 'takjil', '2019', 'ganti', 'presiden', 'waras', 'takjil', 'amuk', 'gila', 'gila', 'gilir', 'presiden', 'hina', 'hilang', '2019', 'ganti', 'presiden', '2019', 'ganti', 'presiden', 'kacung']"
USER Lg bisnis biarin aja yg pting 2019ganti presiden yg amanah seswe janji..gmgnya gk impor malah serba impor.petani negri sendiri gigit jari. ampun deh',1,0,0,bisnis biar 2019 ganti presiden presiden amanah siswi janji omong impor serba impor tani negeri gigit jari ampun deh,"['bisnis', 'biar', '2019', 'ganti', 'presiden', 'presiden', 'amanah', 'siswi', 'janji', 'omong', 'impor', 'serba', 'impor', 'tani', 'negeri', 'gigit', 'jari', 'ampun', 'deh']"
Siapakah yang jadi gila saat didatangi Ulama dan Jama'ah...?; ; Siapa yang biasa menembakkan gas air mata ke arah ulama dan jamaah secara membabi buta? Siapa ini? ; Siapa yang diam saat ulama difitnah bahkan diteror? Siapa ini? ; #2019GantiPresiden,1,0,0,gila ulama jama ah tembak gas air mata arah ulama jamaah babi buta diam ulama fitnah teror 2019 ganti presiden,"['gila', 'ulama', 'jama', 'ah', 'tembak', 'gas', 'air', 'mata', 'arah', 'ulama', 'jamaah', 'babi', 'buta', 'diam', 'ulama', 'fitnah', 'teror', '2019', 'ganti', 'presiden']"
Musnahkan URL PKI dan antek-anteknya (orang dan partai pendukungnya).,0,0,1,musnah uniform resource locator partai komunis indonesia antek antek orang ai dukung,"['musnah', 'uniform', 'resource', 'locator', 'partai', 'komunis', 'indonesia', 'antek', 'antek', 'orang', 'ai', 'dukung']"
kader USER ada yg fitnah jokowi sbg antek komunis contoh: USER Jd tau siapa yg mainkan isu PKI URL,1,0,0,kader fitnah jokowi antek komunis contoh tau main isu partai komunis indonesia uniform resource locator,"['kader', 'fitnah', 'jokowi', 'antek', 'komunis', 'contoh', 'tau', 'main', 'isu', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
"Si janda kembali nyebar hoax dgn gagahnya, tapi culunnya tep muncul melebihi gaya gagahnya. Kesimpulannya, janda culun\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x91\x8d'",1,0,0,sih janda sebar hoaks gagah culun muncul gaya gagah simpul janda culun,"['sih', 'janda', 'sebar', 'hoaks', 'gagah', 'culun', 'muncul', 'gaya', 'gagah', 'simpul', 'janda', 'culun']"
"Mari kita keluarkan semuanya, teman-teman. Usir orang-orang kafir & Tionghoa dari nusantara. Mereka adalah racun iman, penyuap, umat Kristiani, pelacur, pecandu alkohol. Anjing kafir!",0,0,1,mari teman teman usir orang orang kafir tionghoa nusantara racun iman suap umat kristiani lacur candu alkohol anjing kafir,"['mari', 'teman', 'teman', 'usir', 'orang', 'orang', 'kafir', 'tionghoa', 'nusantara', 'racun', 'iman', 'suap', 'umat', 'kristiani', 'lacur', 'candu', 'alkohol', 'anjing', 'kafir']"
Betapa lucunya wakil gubernur saya USER USER MeikartaGate URL,1,0,0,betapa lucu wakil gubernur meika agate uniform resource locator,"['betapa', 'lucu', 'wakil', 'gubernur', 'meika', 'agate', 'uniform', 'resource', 'locator']"
Butuh waktu lama untuk berperang dengan China atau mengusir China dari tanah Indonesia,0,0,1,butuh perang cina usir cina tanah indonesia,"['butuh', 'perang', 'cina', 'usir', 'cina', 'tanah', 'indonesia']"
"USER Nama bule kelakuan idiot bela gabenernya, padahal sih malu ya njing... Bayarin sekolah masi mending daripada lu di comberan aja ngga bisa bayar, gimana mau maju... Jual biji aja nyuk'",1,0,0,nama bule laku idiot bela sih malu ya anjing bayar sekolah mending comberan bayar maju jual biji kunyuk,"['nama', 'bule', 'laku', 'idiot', 'bela', 'sih', 'malu', 'ya', 'anjing', 'bayar', 'sekolah', 'mending', 'comberan', 'bayar', 'maju', 'jual', 'biji', 'kunyuk']"
"Setiap kritik ke jokowi pasti dianggap nyinyir ama bani kolam.\n\nMau mrk, itu kritik lalu diujungnya hrs dukung 2 periode.\n\nLo kritik tp gak dukung, artinya nyinyir dan itu haram. Begitu definisi kritik ala cebi.\n\nDan nalarpun rusak parah....'",0,1,0,kritik jokowi anggap nyinyir bani kolam kritik ujung dukung 2 periode kritik dukung a inya nyinyir haram definisi kritik ala cebi nalar rusak parah,"['kritik', 'jokowi', 'anggap', 'nyinyir', 'bani', 'kolam', 'kritik', 'ujung', 'dukung', '2', 'periode', 'kritik', 'dukung', 'a', 'inya', 'nyinyir', 'haram', 'definisi', 'kritik', 'ala', 'cebi', 'nalar', 'rusak', 'parah']"
USER USER USER cacat bgt ican goblok',1,0,0,cacat banget ican goblok,"['cacat', 'banget', 'ican', 'goblok']"
"Kalaupun saya bukan anak ekonomi, ngerti kalau dikira ngeprint uang, gak mikir devisa, gila banget adminnya, jengkel banget.",0,1,0,anak ekonomi nge i cetak uang pikir devisa gila banget adminnya jengkel banget,"['anak', 'ekonomi', 'nge', 'i', 'cetak', 'uang', 'pikir', 'devisa', 'gila', 'banget', 'adminnya', 'jengkel', 'banget']"
Jika ini terjadi di sini... sudah saatnya kita mengusir Tiongkok dari negara ini... kecuali orang Tionghoa yang patriotik seperti saya.,0,0,1,usir tiongkok negara kecuali orang tionghoa patriotik sepe i,"['usir', 'tiongkok', 'negara', 'kecuali', 'orang', 'tionghoa', 'patriotik', 'sepe', 'i']"
dan sayangnya rezim saat ini semakin permisif terhadap bahaya laten komunisme PKI,1,0,0,sayang rezim permisif hadap bahaya laten komunisme partai komunis indonesia,"['sayang', 'rezim', 'permisif', 'hadap', 'bahaya', 'laten', 'komunisme', 'partai', 'komunis', 'indonesia']"
RT USER Sinting kah km ini bos yg mo bubarkan kpk siapa klo bkn km dan orang-orangmu,1,0,0,sinting kah km bos bubar komisi berantas korupsi km orang orang,"['sinting', 'kah', 'km', 'bos', 'bubar', 'komisi', 'berantas', 'korupsi', 'km', 'orang', 'orang']"
"Subhanallah, apalagi kalau Ahok terbukti tidak bersalah, Naudzubillahmindzalik. Tanda-Tanda Jokowi Harus Dihapus",0,0,1,subhanallah ahok bukti salah naudzubillahimindzalik tanda tanda jokowi hapus,"['subhanallah', 'ahok', 'bukti', 'salah', 'naudzubillahimindzalik', 'tanda', 'tanda', 'jokowi', 'hapus']"
"Gampangan banget sih jadi orang, baru dipuji dikit aja udah kaya mau ngasih kehormatannya aja haha TOLOL'",1,0,0,gampang banget sih orang puji kayak hormat haha tolol,"['gampang', 'banget', 'sih', 'orang', 'puji', 'kayak', 'hormat', 'haha', 'tolol']"
"Block aja lah si bencong asu \xf0\x9f\x98\x82\nKalo cuma main upload screenshot mah gue juga bisa bencong tolol! :v\nLaki itu ketemu dan adu jotos,, bukannya malah nyinyir dan upload screenshotan! :v\nDasar bencong kontol! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,0,0,blok sih bencong anjing main unggah screenshot gue bencong tolol v laki ketemu adu jotos nyinyir unggah hasil screenshot v dasar bencong kontol,"['blok', 'sih', 'bencong', 'anjing', 'main', 'unggah', 'screenshot', 'gue', 'bencong', 'tolol', 'v', 'laki', 'ketemu', 'adu', 'jotos', 'nyinyir', 'unggah', 'hasil', 'screenshot', 'v', 'dasar', 'bencong', 'kontol']"
USER USER LARUTKAN KPK!!,0,0,1,larut komisi berantas korupsi,"['larut', 'komisi', 'berantas', 'korupsi']"
RT USER jokowi pemimpinnya kalo jokowi dah lengser indonesia akan maju lagi ga apa-apalah mundur 5 tahun untuk maju seterusnya,1,0,0,jokowi pimpin jokowi lengser indonesia maju mundur 5 maju,"['jokowi', 'pimpin', 'jokowi', 'lengser', 'indonesia', 'maju', 'mundur', '5', 'maju']"
Fahri Hamzah: Kalau Saya Presiden KPK Saya Akan Bubarkan URL,0,0,1,fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,"['fahri', 'hamzah', 'presiden', 'komisi', 'berantas', 'korupsi', 'bubar', 'uniform', 'resource', 'locator']"
USER wah orang goblok sekarang bisa main twitter ya?',1,0,0,orang goblok main twitter ya,"['orang', 'goblok', 'main', 'twitter', 'ya']"
Dasar jd cina kok goblok mau aja bayarin kucing gembrot model gtuan',1,0,0,dasar cina goblok bayar kucing gembrot model,"['dasar', 'cina', 'goblok', 'bayar', 'kucing', 'gembrot', 'model']"
Hanya orang bodoh yang mengira PKI tidak bangkit. Presiden hanya pandai akting dan pencitraan. Intelijen TNI bicara soal kebangkitan PKI.,1,0,0,orang bodoh ira partai komunis indonesia bangkit presiden pandai akting citra intelijen tentara nasional indonesia bicara bangkit partai komunis indonesia,"['orang', 'bodoh', 'ira', 'partai', 'komunis', 'indonesia', 'bangkit', 'presiden', 'pandai', 'akting', 'citra', 'intelijen', 'tentara', 'nasional', 'indonesia', 'bicara', 'bangkit', 'partai', 'komunis', 'indonesia']"
Pak de USER akan lebih elegan jika mengundang para penulis ke istana daripada mengundang busar buser kae..suwon,1,0,0,deh elegan undang tulis istana undang busar b terima kasih,"['deh', 'elegan', 'undang', 'tulis', 'istana', 'undang', 'busar', 'b', 'terima', 'kasih']"
"USER Mundur kawan, tolol",1,0,0,mundur kawan tolol,"['mundur', 'kawan', 'tolol']"
"RT USER Kalau tak akur dengan KPK, bubar saja. Jika kamu bisa. Jangan hanya memarahi mereka seperti anak kecil.",0,0,1,akur komisi berantas korupsi bubar parah sepe i anak,"['akur', 'komisi', 'berantas', 'korupsi', 'bubar', 'parah', 'sepe', 'i', 'anak']"
USER Ya Allah ni pres. mestikah dg seragam tni? culun.. gak ada pantes2nya\xf0\x9f\x98\x81',1,0,0,ya allah nih pres mesti seragam tentara nasional indonesia culun,"['ya', 'allah', 'nih', 'pres', 'mesti', 'seragam', 'tentara', 'nasional', 'indonesia', 'culun']"
mengusir umat Buddha Myanmar dari URL tanah Indonesia,0,0,1,usir umat buddha myanmar uniform resource locator tanah indonesia,"['usir', 'umat', 'buddha', 'myanmar', 'uniform', 'resource', 'locator', 'tanah', 'indonesia']"
"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",1,0,0,gaya beruk preman kampung mantan supir tembak metromini masuk dewan wakil rakyat kampung debat ajak rantam ancam kayak banteng uniform resource locator,"['gaya', 'beruk', 'preman', 'kampung', 'mantan', 'supir', 'tembak', 'metromini', 'masuk', 'dewan', 'wakil', 'rakyat', 'kampung', 'debat', 'ajak', 'rantam', 'ancam', 'kayak', 'banteng', 'uniform', 'resource', 'locator']"
Bolehkah Anies-Sandi disebut Wakil Gubernur Saracen? URL,1,0,0,anies sandi wakil gubernur saracen uniform resource locator,"['anies', 'sandi', 'wakil', 'gubernur', 'saracen', 'uniform', 'resource', 'locator']"
"USER Semenjak di bego2in ama ustadz felix,ni orang bukannya makin baik... tp tolol nya makin menjadi... mungkin kebanyakan ngejilat tokai'",1,0,0,semenjak bego begoin ustaz felix nih orang tolol nya jilat tokai,"['semenjak', 'bego', 'begoin', 'ustaz', 'felix', 'nih', 'orang', 'tolol', 'nya', 'jilat', 'tokai']"
"Kekuasaan adalah sebuah ujian, pergunakanlah dengan adil dan percaya diri. Tolak PERPPU yang otoriter Tolak PERPPU anti Islam untuk menggulingkan Jokowi",0,0,1,kuasa buah uji adil percaya tolak atur perintah ganti undang undang otoriter tolak atur perintah ganti undang undang anti islam guling jokowi,"['kuasa', 'buah', 'uji', 'adil', 'percaya', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'otoriter', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'anti', 'islam', 'guling', 'jokowi']"
PENGGUNA Bubarkan DPR,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
Amin ya Tuhan... Hapus USER Jokowi,0,0,1,amin ya tuhan hapus jokowi,"['amin', 'ya', 'tuhan', 'hapus', 'jokowi']"
USER bubarkan saja KPK fud.. Jadikan org tersangka asal asalan.. Kalah ni skrg,0,0,1,bubar komisi berantas korupsi fud orang sangka kalah nih,"['bubar', 'komisi', 'berantas', 'korupsi', 'fud', 'orang', 'sangka', 'kalah', 'nih']"
"Anda masih solat berkiblat ke Negeri Kepunyaan Orang Arab, bagaimana Anda menyuruh Dai bicara kebangsaan Pak Lukman?",1,0,0,salat kiblat negeri orang arab suruh dai bicara bangsa lukman,"['salat', 'kiblat', 'negeri', 'orang', 'arab', 'suruh', 'dai', 'bicara', 'bangsa', 'lukman']"
Fahri Hamzah: Kalau Saya Presiden KPK Saya Akan Bubarkan URL,0,0,1,fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,"['fahri', 'hamzah', 'presiden', 'komisi', 'berantas', 'korupsi', 'bubar', 'uniform', 'resource', 'locator']"
Calon wakil presiden diduga korupsi e-KTP..Calon Gubernur Jateng juga diduga korupsi e-KTP.. tapi masih belum ada tindakan? #2019GantiPresiden #2019Presiden Baru,1,0,0,calon wakil presiden duga korupsi e kartu tanda duduk calon gubernur jawa duga korupsi e kartu tanda duduk tindak 2019 ganti presiden 2019presiden,"['calon', 'wakil', 'presiden', 'duga', 'korupsi', 'e', 'kartu', 'tanda', 'duduk', 'calon', 'gubernur', 'jawa', 'duga', 'korupsi', 'e', 'kartu', 'tanda', 'duduk', 'tindak', '2019', 'ganti', 'presiden', '2019presiden']"
PENGGUNA Diemlu bangke',1,0,0,diam lu bangkai,"['diam', 'lu', 'bangkai']"
USER USER USER USER tidak akan memilih lagi jika dia mencalonkan diri sebagai presiden,1,0,0,pilih calon presiden,"['pilih', 'calon', 'presiden']"
Suasana kerjaku berubah karena aku banci! \xf0\x9f\x98\x8e\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',1,0,0,suasana kerja ubah banci,"['suasana', 'kerja', 'ubah', 'banci']"
Mungkin saja blok Cina Rusia mensyaratkan berdirinya KGB di Indonesia agar kerjasama makin yahut URL,0,1,0,blok cina rusia syarat korban galau berat indonesia kerja hebat uniform resource locator,"['blok', 'cina', 'rusia', 'syarat', 'korban', 'galau', 'berat', 'indonesia', 'kerja', 'hebat', 'uniform', 'resource', 'locator']"
PENGGUNA RT: PENGGUNA PENGGUNA\n\Iklan BEGO yang dibuat oleh partai BEGO untuk para pemilih BEGO,0,1,0,iklan bego ai bego pilih bego,"['iklan', 'bego', 'ai', 'bego', 'pilih', 'bego']"
"Ini jelas salahnya Jokowi, Ahok, dan kafir atheis. https:\/\/t.co\/v2GRcUeStI",0,1,0,salah jokowi ahok kafir ateis hypertext transfer protocol over secure socket layer t co v2grcuesti,"['salah', 'jokowi', 'ahok', 'kafir', 'ateis', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'v2grcuesti']"
USER USER USER USER USER USER USER Sekte kampret . Kecoa jamban. 212. Genk daster . Gak ingin jokowi 2 periode. Pikiran mereka kapan gw bisa nilep duit negara ? Ngadalin umat dll\xf0\x9f\x98\x82.',0,1,0,sekte kampret kecoa jamban 212 geng daster jokowi 2 periode pikir gue tilap duit negara andal umat,"['sekte', 'kampret', 'kecoa', 'jamban', '212', 'geng', 'daster', 'jokowi', '2', 'periode', 'pikir', 'gue', 'tilap', 'duit', 'negara', 'andal', 'umat']"
"Kayanya, kementrian penerangan butuh dibangkitin lagi. Yutuber/selebgram bajingan udah mulai overexposed.'",0,1,0,menteri terang butuh bangkit youtuber selebriti instagram bajing overexposed,"['menteri', 'terang', 'butuh', 'bangkit', 'youtuber', 'selebriti', 'instagram', 'bajing', 'overexposed']"
RT USER: Orang gila URL,1,0,0,orang gila uniform resource locator,"['orang', 'gila', 'uniform', 'resource', 'locator']"
USER Ha ha ha ha ha ....calon presiden ..cuma jago cocot ha ha ha ...ngurusi DKI kagak becus ha ha ha ha',1,0,0,calon presiden jago cocot urus daerah khusus ibukota becus,"['calon', 'presiden', 'jago', 'cocot', 'urus', 'daerah', 'khusus', 'ibukota', 'becus']"
